headword,entry_text,page
pur'cher',pur'cher' vt. ¡pesca el río! ¡péscale al río! ¡Pur'cher' Penler! ¡Pesca (en) el Ninayacu!,347
pur'ker',pur'ker' vi. ¡pesca! ¡barbasquea!,347
pur'wan,"pur'wan s. organizador o dueño de la pesca, persona",348
purilla,purilla (cast. pollera) s. pollera.,348
pusichu,"pusichu (cast. posillo) s. taza, posillo. ¡Pusichu kencher'! ¡Trae el posillo!",348
pu'tek,putek (pu'tek) s. lechuza.,348
putunla,putunla (cast. botón) s. botón.,348
putupi,"putupi (cast. poto) s. poto,",348
S,S s,349
sa'ka'nan,sa'ka'nan adj. palo o tronco,349
sa'ka'palli,*sa'ka'palli (*sa'ka'lli) vi. ser,349
sa'la',"sa'la' s. cuchipi, enfermedad que",349
cura,"cura chupos) s. pijuanerillo,",349
sa'la'pi,"sa'la'pi s. viruela, enfermedad",350
sa'ma,"sa'ma adj. superficial, encima, no hondo. ¡Pentundekter'!",350
sa'madek,"sa'madek s. emplayado, agua no profunda. ¡Ama'ku'",350
sa'pu'tek,"sa'pu'tek (sa'pu') s. pulmón, puspo. Neridekmapu'wa'",350
sa'punpi,"sa'punpi s. varicela, viruela loca.",350
sada,"sada s. esposa (mía, nuestra).",350
sadaker',sadaker' (sader') vi. ¡cásate (dicho a un hombre)! ¡Kusi,350
sadan,"sadan s. esposa (de ti, de",350
sadapalli,*sadapalli (*sadalli) vi.,350
sadawanpalli,"*sadawanpalli (*sadawañi) vi. tener esposa, estar casado",350
sadin,sadin s. 1) esposa (de él o de,351
saka'dek,"saka'dek adj. difícil, trabajoso.",351
saka'dek'inpu',"saka'dek'inpu' adj. fácil,",351
saka'pa'ker',saka'pa'ker' vt. ¡ayúdale a trabajar! ¡Saka'pa'ker',351
saka'pa'palli,*saka'pa'palli (*saka'pa'lli) vt. ayudar a trabajar. Kua,351
saka'ta'su',"saka'ta'su' nom. cansado, que",351
saka'tapalli,*saka'tapalli (*saka'tulli) vi.,351
saka'tulusa',saka'tulusa' s. trabajadores.,351
saka'tunan,saka'tunan s. 1) trabajo.,351
saka'tutek,"saka'tutek nom. trabajador, trabajadora. Asu'",352
sakalala,"sakalala s. hondonada, barranco. Kawallu anu'lli sakalalak. El caballo se",352
sakan,"sakan s. bajada, inclinación del terreno. Ala' simana'",352
sakatek,sakatek s. barranco.,352
sakateklala,"sakateklala s. abismo, barranco profundo. Ala'sa' kupin",352
sakateklala,sakateklala ashin s. madre del,352
sakek'apalli,*sakek'apalli (*sakeklli) vi.,352
sakekker',"sakekker' (sakker') vi. ¡alégrate! ¡Sakekker',",352
sakektapalli,*sakektapalli (*sakektulli) vt.,352
sakekter',sakekter' vt. ¡hazle cariño! ¡caríñale! ¡Sakekter' wilapen! ¡Hazle cariño a tu hijo!,352
sakektutek,sakektutek (sakektek) nom.,352
sala',"sala' s. guaba, pacay, pacae.",353
sala'amu'la,"sala'amu'la s. ratacara, especie de pez atacara. Ya' ka'lek",353
samellala,samellala s. pez menudo.,353
samellu',"samellu' s. shamilillo, especie de pez. Samellu' a'pinta'",353
samer,"samer s. pez, peje, pescado.",353
samer,"samer lankenna llinser (llinser) s. diseño cerámico ""agalla de pez"", diseño",353
samer-ka'tek,samer-ka'tek nom. ave que,353
same'chek,same'chek) nom. pescado pishtado. ¡Asu' sametchek,353
samertaspi,"samertaspi s. pez inmenso, que",353
sanek,sanek s. frío. Sanekler,354
a'datulli,a'datulli) vt. hacer entrar el frío. Waka'lanteklli. Ya',354
sanek'a'su',"sanek'a'su' nom. frío, que está frío. Ma'sha kua",354
sanek'apalli,*sanek'apalli (*saneklli) vi.,354
saneklu',saneklu' s. 1) helado.,354
sanekwanpalli,*sanekwanpalli (*sanekwañi) vi. hacer frío.,354
sañipari,sañipari (sañichariu) s. sanitario. Lakuperwek,354
sanka'su',"sanka'su' nom. livano, lo que no pesa. ¡Kencher' nala",354
sankallin,"sankallin s. garabato, soga",354
sankalu',sankalu' adj. polvo liviano.,354
sankalu'-daka,sankalu'-daka s. muena,354
sankatek,sankatek nom. liviano. Sudu,355
Sankuan-duker,"Sankuan-duker s. junio, mes de",355
Sankuanpi',Sankuanpi' adv. día de San,355
sankuper-kankella,sankuper-kankella s.,355
sankuperapalli,*sankuperapalli (*sankupelli) vi. tener,355
sankupetchek),"sankupetchek) s. 1) asnay,",355
SantaCruz-duker,SantaCruz-duker s. mayo.,355
SantaRosa-duker,SantaRosa-duker s. agosto.,355
santulu'-lada,santulu'-lada s. pupila del ojo.,356
santumi,"santumi s. plátano de seda,",356
santusha,santusha (cast. santo) s. imagen de un santo. Imicha,356
sapalu',"sapalu' s. masato fuerte, muy fermentado. Oscar Elilek",356
sapana',sapana' s. bufeo. Unma',356
sapu'tek,"sapu'tek nom. débil, eteco,",356
sasa',"sasa' s. catalán, martín pescador,",356
sawa,sawa s. especie de isula menos ponzoñosa. Sawa,356
sawadu',"sawadu' (cast. sábado) s. sábado. Ipa'la wirñis,",356
sawanpa,sawanpa s. sacha ajo. Kua,356
Ma'sha,sawanpala s. ajo. Ma'sha,356
sawelli,sawelli s. machete. Sawellilek malatulek. Con el machete,357
sawelli-latek,sawelli-latek s. hoja del machete. Sanchaku,357
sawerun,sawerun s. comisura o extremo de los labios.,357
sawerunpalli,*sawerunpalli (*saweruñi) vi. abrírsele a uno un poquito la comisura del labio. Kua,357
sekchikamu'palli,*sekchikamu'palli (*sekchikamu'lli) vt.,357
sekchikamu'r,sekchikamu'r (sekchikamu'ker) vt. ¡mézclalo! ¡Sekchikamu'r,357
sekdiperapalli,"*sekdiperapalli (*sekdipelli) vt. guardar, poner en orden,",357
sekdiperchapalli,"*sekdiperchapalli (*sekdiperchulli) vi. poner (cosas) en orden, arreglar (cosas), alistarse. Chiñinter",357
sekdipe'cher,"sekdipe'cher) vi. ¡ordena! ¡arregla! ¡Sekdipetcher',",358
sekdiperker',sekdiperker' vt. ¡ordénalo! ¡guárdalo! ¡alístalo!,358
sekdiperlla'la'-wa'napi,sekdiperlla'la'-wa'napi s.,358
sekdunker',sekdunker' vt. ¡mézclalo!,358
sekdunpalli,*sekdunpalli (*sekduñi) vt. mezclar. Ala'sa' kupin,358
sekkankatulli),sekkankatulli) vi. saltar y,358
sekkanka-sekkankatuker',"sekkanka-sekkankatuker' vi. ¡salta, salta! ¡Sekkanka-",358
sekkankatapalli,"*sekkankatapalli vi. saltar, dar",358
sekkankater',sekkankater' vi. ¡salta!,358
sekkatapalli,*sekkatapalli (*sekkatulli) vi.,358
sekkater',sekkater' vi. ¡desmota el algodón! ¡Sekkater' pitetchamak! ¡Desmota el,358
sekkatu'ker',sekkatu'ker' vt. ¡dóblalo!,358
sekkatu'palli,*sekkatu'palli (*sekkatu'lli) vt. doblar la ropa. Inés,359
sekkatu'tapalli,*sekkatu'tapalli (*sekkatu'tulli) vi. doblar ropa. Ipa' sekkatu'tulek.,359
sekkatu'ter',sekkatu'ter' vi. ¡dobla! ¡Aner,359
sekkerpapalli,*sekkerpapalli (*sekkerpalli) vt. escapársele a uno de la,359
sekketchapalli,*sekketchapalli (*sekketchulli) vt. cosechar.,359
sekketcher',sekketcher' vt. ¡coséchalo!,359
sekki'ker',sekki'ker' vt. ¡mátale apretando con las manos! ¡Sekki'ker',359
sekki'palli,*sekki'palli (*sekki'lli) vt.,359
sekkitapalli,*sekkitapalli (*sekkitulli) vt. esconder. Risha,359
sekkiter',sekkiter' vt. ¡escóndelo!,359
sekkula,sekkula s. afrecho de la chicha.,359
sekkupinker',sekkupinker' vt. ¡agrándalo! ¡auméntale! ¡Sekkupinker',360
sekkupinpalli,"*sekkupinpalli (*sekkupiñi) vt. agrandar (a mano), aumentar. Kualer",360
sekkutapalli,*sekkutapalli (*sekkutulli) vt. agregar shirumbi o yuca,360
sekkuter',sekkuter' vt. ¡agrégale shirumbi!,360
sekkutu'tapalli,*sekkutu'tapalli (*sekkutu'tulli) vi. ser,360
sekkutu'ter',sekkutu'ter' vi. ¡olorosea! ¡emite,360
seklekka'palli,*seklekka'palli (*seklekka'lli) vt. amasar,360
seklekkaker',seklekkaker' (seklekker') vt. ¡amásalo! ¡apiáchalo!,360
sekllin,sekllin s. trocha. Apetcha,360
sekllintapalli,*sekllintapalli (*sekllintulli) vi. abrir trocha. Fernando,361
sekllinter',sekllinter' vi. ¡abre trocha!,361
sekmu'ker',sekmu'ker' vt. ¡disuélvelo (con las manos)! ¡chapéalo!,361
sekmu'lu',"sekmu'lu' s. masa chapeada para hacer la bebida, chapo.",361
sekmu'lu'tapalli,*sekmu'lu'tapalli (*sekmu'lu'tulli) vi. hacer,361
sekmu'lu'ter',sekmu'lu'ter' vi. ¡haz chapo!,361
sekmu'palli,*sekmu'palli (*sekmu'lli) vt.,361
sekmu'ter',sekmu'ter' vi. ¡diluye masato!,361
sekpek-sekpek,*sekpek-sekpek a'tapalli (*sekpek-sekpek a'tulli) vi. partir en pedazos y dar a alguien. Roberto sekpek-,361
sekpek'apalli,"*sekpek'apalli (*sekpeklli) vt. partir, quebrar con la mano.",361
sekpekker',sekpekker' vt. ¡quiébralo! ¡pártelo con la mano! Asu',361
sekpektapalli,*sekpektapalli (*sekpektulli) vt. romper algo con la mano,362
sekpekter',sekpekter' vt. ¡parte y dale!,362
sekpur1,"sekpur1 s. llangua, planta con la que se tiñe los tejidos de color marrón. Napi'",362
sekpur2,"sekpur2 (sekpuer) adj. marrón,",362
sekshi'tapalli,"*sekshi'tapalli (*sekshi'tulli) vt. desgranar (frijol, maní,",362
sekshi'ter',"sekshi'ter' vt. ¡desgrana (maní,",362
sektek'apalli,*sektek'apalli (*sekteklli) vt.,362
sektekker',sektekker' vt. ¡pellízcale!,362
sekwa'ker',sekwa'ker' (sekwer') vt. ¡aráñalo! ¡Kenmalerunta',362
sekwa'palli,*sekwa'palli (*sekwa'lli) vt.,362
selliluku'pi,selliluku'pi s. granadilla (es,363
sellu',"sellu' s. paucarcillo, paucarillo,",363
senchekda,senchekda s. pájaro niño.,363
senku,senku cf: serenku. s. lunar.,363
senkutapilalli,*senkutapilalli (*senkutulli) vi. tener un lunar. Nana,363
senmalu',senmalu' s. mazamorra.,363
senmalu'tapalli,*senmalu'tapalli (*senmalu'tulli) vt. cocinar,363
senmalu'ter',senmalu'ter' vt. ¡cocínalo en mazamorra! ¡Nana lasiker,363
"senna,","senna, sennan s. lago,cocha.",363
senna',"senna' s. punga de la altura,",363
senñala,"senñala s. ungurahui, la palmera y su fruto. Senñala",363
sennan,"sennan ashin s. madre del lago o cocha, dueño del lago o",363
senñilek,senñilek s. virote. Senñilek,364
senñudektapalli,"*senñudektapalli vi. salivar,",364
senñula',"senñula' (señula') s. señora,",364
senñula'sha,senñula'sha (señula'sha) s.,364
Milagros-duker,Señor de los Milagros-duker s. octubre. Señor de los,364
senpa,"senpa cf: sernpa, serenpa. s. piña.",364
senpa-teksi',senpa-teksi' s. machque de la piña. Kua menmiwekkek,364
senpallin,"senpallin s. itininga, especie de",364
senpankawa',senpankawa' s. especie de loro,364
senpantek,"senpantek s. vainilla, parásito que crece en las ramas de",364
ser'apalli,*ser'apalli (*ser'lli) vi. tirarse,364
ser'kadek,"ser'kadek s. tijerachupa, especie de ave ""cola de tijera"", gavilán de camino. Ser'kadek",365
ser'kadekyu',"ser'kadekyu' llinser (llinser) s. diseño cerámico ""cola de",365
ser'ker',ser'ker' vi. ¡péate! ¡tírate un pedo! ¡Iinsa'ker',365
ser'ku,ser'ku (serku) s. oso hormiguero. Ser'kui'na,365
setcha'lli,*setcha'lli; *sercha'lli) vi. gotear. Asu ukta,365
sercha'tulli,*sercha'tulli) vt. gotearle a,365
serenku,serenku cf: senku. s. lunar.,365
serenkutapalli,*serenkutapalli (*serenkutulli) vi. tener un lunar. Latu'nenkek serenkutulli. En su frente,365
serenpa,"serenpa cf: senpa, sernpa. s. piña. Asu' Kullan wapu'",365
serenpadek,"serenpadek s. bebida de piña,",365
kawa',kawa') s. especie de loro.,366
serketchulli),*serketchulli) vt. cosechar.,366
serker'cher',serker'cher' (serketcher') vt. ¡cosecha (algo que tiene,366
serku-mama',serku-mama' s. sachapapa de,366
setllan),"setllan) s. vereda, orilla,",366
serminan,"serminan s. uchu sanango,",366
sernpa,"sernpa cf: senpa, serenpa. s. piña. Sernpa",366
serwa,"serwa s. apangura, especie de",366
serwi'tek,serwi'tek s. guacamayo,367
serwin,"serwin s. macana, especie de pez. Inetchawek serwin",367
*se'chala,setchala (*se'chala) s.,367
setlletllin,"setlletllin s. tamshi lamisto, soga",367
tamshi),tamshi) hay lamisto tamshi (para amarrar basbasco). llin1. =sha (=cha) s. parte de la,367
sha'kek,sha'kek s. mono pichico.,367
sha'lula,"sha'lula s. shiringuillo,",367
sha'mu'ker',sha'mu'ker' (sha'mu'r) vi. ¡enflaquécete! ¡adelgaza! ¡Ñi,368
sha'mu'lunker',sha'mu'lunker' vi. ¡enflaquécete (hablándole a una mujer)! ¡Dek uker',368
sha'mu'lunpalli,*sha'mu'lunpalli (*sha'mu'luñi) vi.,368
sha'mu'lli,*sha'mu'lli) vi.,368
sha'mu'pen'apalli,*sha'mu'pen'apalli (*sha'mu'penñi) vi.,368
sha'mu'penker',sha'mu'penker' vi. ¡enflaquécete (hablándole a un,368
sha'mu'tek,sha'mu'tek nom. flaco. Wila,368
sha'ntek,"sha'ntek s. charapa sapo,",368
sha'pen,"sha'pen s. huanchaco, especie de ave marroncita; se dice que",369
sha'pi',sha'pi' adj. amarillo.,369
sha'pi'-kadulu',sha'pi'-kadulu' s. yema de huevo. Kupin ñinanluk,369
sha'pi'-lunwa,sha'pi'-lunwa s. achiote,369
sha'pi'a'su',"sha'pi'a'su' nom. amarillo, que",369
sha'pi'latu-tuda,sha'pi'latu-tuda (sha'pi'latuna) s.,369
senpankawa',senpankawa') s. loro de,369
sha'pi'lli'la'su'-kanka,sha'pi'lli'la'su'-kanka s. avispa,370
sha'pi'lu'ker',"sha'pi'lu'ker' s. yuca amarilla,",370
sha'pi'palli,*sha'pi'palli (*sha'pi'lli) vi.,370
sha'pi'shutula,sha'pi'shutula (shutula) s.,370
sha'pi'tek,"sha'pi'tek nom. poscheco, pálido y flaco. Nana taserpi",370
sha'sha,sha'sha s. hermana mayor (de,370
sha'wa,sha'wa s. hermana menor (de,370
sha'wen,"sha'wen s. mono fraile, mono frailecillo. Sha'wen i'na",370
sha'wi,sha'wi s. guacamayo de pecho,371
sha'ya,"sha'ya s. jicra, shicra, bolsa",371
shaka'wa',"shaka'wa' s. chicua, tipo de ave",371
sandía),sandía) s. sandía. Kullasha,371
shañi',"shañi' s. isulilla, especie de",371
shanpapalli,*shanpapalli (*shanpalli) vi.,371
shantek,shantek s. gallinazo de patas y,371
shapun,shapun (cast. jabón) s. jabón.,371
sharara',sharara' (cocama? sharara) s.,371
shau,shau prt. ¡qué mal! ¡qué feo!,372
kenma',Shawala kenma' s. indios,372
Shawi,"Shawi s. chayahuita, shawi.",372
Shawilun,Shawilun s. mujer chayahuita.,372
Shawipen,Shawipen s. hombre chayahuita.,372
shaya',shaya' s. 1) hermana mayor del hombre. Sudawek,372
shi'mi',"shi'mi' s. comezón, hongos.",372
shi'mi'na,"shi'mi'na, shi'mi'nan s. arbusto",372
shi'shek,shi'shek s. patilla. Pacher',372
shi'shi'la,"shi'shi'la s. vagina, abertura de la vagina, pishura. Pektu'la",373
shi'shitek,"shi'shitek s. aparina, cargador para bebes, delantero diagonal. Wirkiña",373
shi'tek,shi'tek nom. largo (soga) Asu',373
shienchek'apilalli,shienchek'apilalli (shiencheklli) vi. tener pelo largo. Irikisha shiencheklli. Enrique tiene,373
shienchekker',shienchekker' vi. ¡déjate crecer el pelo! ¡Shienchekker',373
shila,shila nom. palo largo.,373
shillintek,shillintek nom. largo.,373
shilu',"shilu' adj. terreno largo, no inundable. Shilu' menminwek. Larga es mi chacra. lu'1.",373
Asu',shilun nom. alta (mujer). Asu',373
Asu',shin adj. muy largo. Asu',373
shinenchek,shinenchek adj. persona de,373
shininchi,"shininchi adj. largo, muy largo.",373
shiñitekla,shiñitekla (itekla) s. dedo del,373
shinker',shinker' vi. ¡alárgate! ¡vuélvete,374
shinkerapalli,shinkerapalli (shinkelli) vi.,374
shinlantek,"shinlantek s. pie largo, pie entero. Wilawek shinlantek. Mi hijo tiene pie largo.",374
shinlli'la,"shinlli'la s. isulilla, especie de",374
"shinpilenña,","shinpilenña, shinpilenñan s.",374
shinpilliker',"shinpilliker' s. Víctor Díaz,",374
shinsu',"shinsu' nom. largo, larga, lo que",374
Enmu'pinen,shipen adj. alto. Enmu'pinen,374
shipi'su',shipi'su' nom. largo. Ashu,374
shirinka,"shirinka s. shiringa, árbol que",374
shiwe'chek,shiwetchek (shiwe'chek) s. cuchillo. Akuschina,374
Shiwilu,Shiwilu 1) s. miembro del pueblo,374
Shiwilulun,"Shiwilulun s. mujer shiwilu, jeberina. Kenmu´'",375
Shiwilupen,"Shiwilupen s. hombre shiwilu, jeberino. Shiwilupenku",375
shiyanpulu',shiyanpulu' (anpulu'1) s. cola,375
shiyenchek,"shiyenchek s. pelo largo. ¡Kenma shiyenchek ñan,",375
shu'mu'la,"shu'mu'la s. shiruhui, especie de",375
shukshu,"shukshu s. malaria, paludismo, fiebre. Shukshu",375
shukshupalli,shukshupalli (*shukshulli) vi.,375
shulu',"shulu' s. golondrina, especie de ave. Shulu' wilek",375
shumitek,shumitek s. mariposa.,375
shunpe'chek,"shunpetchek (shunpe'chek) s. pretina, soga para cargar el",376
shunpula,"shunpula s. pájaro, avecita de",376
shupi,"shupi s. pihuicho, pichito.",376
si',si' s. garganta. Ikersi'lek. Me,376
si'ka,"si'ka s. tingotero, especie de",376
si'ku',si'ku' s. hipo. Si'ku'ler,376
si'ku'palli,*si'ku'palli (*si'ku'lli) vi. tener,376
si'la,"si'la s. arrocerillo, especie de",376
si'lenpalli,*si'lenpalli) vt. 1) bromearle,377
si'lenker',si'lenker' vt. 1) ¡hazle bromas!,377
si'lentapalli,*si'lentapalli (*si'lentulli) vi.,377
si'lenter',"si'lenter' vi. ¡haz broma! ¡bromea! ¡Si'lenter', aner",377
si'lentutek,si'lentutek nom. bromista.,377
si'pa,si'pa s. horcadura donde se,377
si'pek,"si'pek s. pintadito, pájarito de",377
si'yektapakuñi,*si'yektapakuñi (*si'yektukuñi) vt. ir a,377
si'yektulli,"*si'yektulli) vt. juntar,",377
si'yekter',si'yekter' vt. ¡júntalo! ¡Nana,378
si'yektukunker',si'yektukunker' (si'yektukun) vt. ¡vete a juntarlo! ¡vete a recolectarlo! ¡Setchala,378
sichidanker',sichidanker' vt. ¡transpórtalo!,378
sichidanpalli,*sichidanpalli (*sichidañi) vt.,378
sida'ker',sida'ker' vt. ¡mételo! ¡Sida'ker',378
sida'palli,*sida'palli (*sida'lli) vt. poner,378
sidu,"sidu s. pelejillo, tapia pelejillo,",378
-sik,-sik v. > nom. sufijo que,378
siladek,"siladek s. afluente, tributario, río que desemboca en otro río",378
silakun,"silakun s. unchala, especie de ave. Ave que cumplió la",378
silakundun,silakundun s. ishanga colorada.,379
"silana,","silana, silanan s. lado.",379
silek'apilalli,*silek'apilalli (*sileklli) vi.,379
sillilli'dektapalli,*sillilli'dektapalli (*sillilli'dektulli) vi.,379
sillinser,sillinser (sillinsen) s. pericote.,379
silu,"silu s. 1) carrizo, maronilla.",379
"siluna,","siluna, silunan s. antara caspi,",380
silupa,silupa s. especie de abeja. No se,380
silupi,"silupi s. garganta (por adentro), voz. Ikersilupilli ilun",380
silutapalli,*silutapalli (*silutulli) vi.,380
silutapilelli,*silutapilelli (*silutukelli) vi.,380
silutapilencha'lli,*silutapilencha'lli (*silutencha'lli) vi. volver,380
siluter',siluter' vi. ¡toca la yupana! ¡sopla la yupana! ¡yupanea!,380
silututek,"silututek s. yupanero, hombre que toca la yupana. Rodolfo",380
silututeklusa',silututeklusa' (silutulusa') s. yupaneros. Silututeklusa',381
simana',simana' (cast. semana) s. semana. Simana' a'ñilli,381
Asu',"simen adj. delgado, finito. Asu'",381
sinan,"sinan s. callana, plato hecho de barro. Mañir sinan padeklli. Manuel rompió el plato. Napi'ku'lusa'",381
sinanpachi,sinanpachi s. mocahua.,381
sinantek,sinantek s. parte inferior del,381
siñiDur,siñiDur (cast. ceñidor) s. ceñidor.,381
sinkantek,"sinkantek s. shansho, hoacín;",381
-sinku,-sinku v. tú/el me ha(s) hecho,381
"algo,","algo, me hubiera(s) hecho algo. Wilawi'nek ipa'",381
sinku'pi,sinku'pi s. calabaza pequeña,382
Ipa'la,sipa s. papaya. Ipa'la,382
sipa-lada,sipa-lada s. semilla de papaya.,382
sipaladapu'a'su',sipaladapu'a'su' pimu (sipaladapu'a'su') s. pimienta. Ñashi,382
sipalu',sipalu' s. papaya carnosa o,382
sipu',"sipu' s. calabozo, cárcel, prisión.",382
si'sek,"sisek (si'sek) s. puerco espín,",383
siserapalli,*siserapalli (*siselli) vt.,383
siwella,siwella (cast. cebolla) s. cebolla.,383
siwenña-munchi,"siwenña-munchi s. palomita, torcacita. Mishuwek ka'lli",383
"siwenña,","siwenña, siwenñan (siwenñansi) s. 1) marona,",383
siwenñanlu',siwenñanlu' s. maronal.,383
siwenñantek,siwenñantek s. tabla de marona.,383
siwer'apalli,*siwer'apalli (*siwer'lli) vi.,383
siwer'ker',siwer'ker' vt. ¡sálvalo! ¡auxílialo!,383
siwe'chulli,*siwe'chulli) vt. quitar.,384
su'den'apalli,*su'den'apalli (*su'denñi) vt. afilar. Dañir dasu'la,384
su'denker',su'denker' vt. ¡afílalo!,384
su'dentapalli,*su'dentapalli (*su'dentulli) vi. afilar. Arkichu,384
su'ka'ker',su'ka'ker' vt. ¡resfriégalo!,384
su'ka'palli,*su'ka'palli (*su'ka'lli) vt.,384
su'katapalli,*su'katapalli (*su'katulli) vi.,384
su'mu'dek,"su'mu'dek s. agua detenida, que",384
su'nek,"su'nek s. sacarita, atajo del río,",384
su'pula,"su'pula s. cascada, caída de agua. Wapu' ñapalli",385
su'tundek,"su'tundek s. tipishca, laguna, cocha. Su'tundekkek",385
Su'tundek,"Su'tundek s. Achual Tipishca,",385
su'watek,su'watek nom. rallado. Nu'sik,385
su'wen'apalli,*su'wen'apalli (*su'wenñi) vt. secar. Mañir sinanlusa',385
su'wenker',su'wenker' vt. ¡sécalo!,385
su'wer',su'wer' s. tabaquero de cuerpo,385
su'werapalli,*su'werapalli (*su'welli) vt.,385
su'werker',su'werker' vt. ¡enróllalo! ¡enróscalo! ¡Sudutek,385
su'werpi,"su'werpi nom. enroscado, enrollado. ¡Pitellin",385
su'wipalli,*su'wipalli (*su'willi) vt. sacar brillo. Reiter wa'na,385
su'wir',su'wir' vt. ¡sácale brillo! ¡hazlo brillar! ¡Nana wa'na,385
suda,"suda s. esposo, marido (de mí, de nosotras). Wilaluntamu",385
suda'su',"suda'su' nom. casada, que es casada. A'pinta'",386
sudaker',sudaker' (suder') vi. ¡cásate (dicho a una mujer)! ¡reúnete (dicho a una mujer)!,386
